Time,Month,wspd10,wdir10,wav_hs,wav_tp,wav_dp,cur_spd,cur_dir
2009-07-24 15:00:00,7,"12,62","360,56","2,05","6,44","16,17","1,32","231,03"
2009-07-24 16:00:00,7,"11,76","301,92","1,89","6,91","18,42","1,22","217,76"
2009-07-24 19:00:00,7,"14,42","184,87","1,52","7,67","20,61","0,82","176,42"
2009-07-24 20:00:00,7,"13,55","221,02","1,76","7,68","25,31","0,93","236,6"
2009-07-24 23:00:00,7,"12,67","153,68","2,07","13,38","213,09","0,64","228,06"
2009-07-25 00:00:00,7,"11,49","155,81","2,14","12,21","213,18","0,66","222,41"
2009-07-25 03:00:00,7,"14,19","189,81","2,12","14,29","227,66","0,91","274,76"
2009-07-25 04:00:00,7,"14,42","150,42","2,69","11,64","234,44","0,93","286,58"
2009-07-25 07:00:00,7,"14,07","153,24","2,92","11,49","185,41","1,19","272,52"
2009-07-25 08:00:00,7,"13,47","128,51","3,04","9,37","231,25","1,09","261,61"
2009-07-25 11:00:00,7,"7,31","112,59","3,67","14,23","195,47","0,99","223,48"
2009-07-25 12:00:00,7,"8,14",131,"2,92","15,71","209,82","1,28","220,43"
2009-07-25 15:00:00,7,"8,40","108,65","3,72","12,14","186,05","1,15","210,47"
2009-07-25 16:00:00,7,"7,13","133,62","3,79","15,57","179,46","1,24","229,95"
2009-07-25 19:00:00,7,"8,84","127,65","3,19","14,95","200,77","1,26","222,74"
2009-07-25 20:00:00,7,"9,64","90,77","2,94","14,15","177,85","0,93","226,11"
2009-07-25 23:00:00,7,"12,89","84,84","2,92","14,77","203,34","0,95","220,72"
2009-07-26 00:00:00,7,"10,40","68,39","3,44","12,57","174,61","0,84","206,4"
2009-07-26 03:00:00,7,"8,84","34,71","2,74","13,19","183,83","0,72","196,29"
2009-07-26 04:00:00,7,"8,73","16,77","2,93","12,11","175,43","0,74","181,68"
2009-07-26 07:00:00,7,"9,43","367,75","2,94","11,69","206,37","0,66","211,27"
2009-07-26 08:00:00,7,"9,91","388,2","2,77","11,82","195,86","0,76","200,81"
2009-07-26 11:00:00,7,"10,85","4,24","3,39","14,35","186,62","0,58","225,27"
2009-07-26 12:00:00,7,"11,55","11,28","2,74","11,48","188,24","0,60","222,87"
2009-07-26 15:00:00,7,"15,03","17,48","2,61","12,1","212,96","0,72","213,48"
2009-07-26 16:00:00,7,"12,25","18,39","2,54","13,87","226,48","0,64","243,44"
2009-07-26 19:00:00,7,"10,90","25,63","3,12","12,93","170,91","0,74","218,77"
2009-07-26 20:00:00,7,"12,75","32,71","2,84","13,11","180,68","0,78","194,78"
2009-07-26 23:00:00,7,"11,35","28,06","2,89","12,47","198,36","0,72","226,55"
2009-07-27 00:00:00,7,"10,19",29,"3,12","11,09","210,15","0,64","200,92"
2009-07-27 03:00:00,7,"11,27","26,1","2,57","13,41","177,18","0,74","203,18"
2009-07-27 04:00:00,7,"12,97","23,39","2,98","11,27","207,02","0,60","227,03"
2009-07-27 07:00:00,7,"6,51","401,98","2,34","11,85","219,66","0,56","217,64"
2009-07-27 08:00:00,7,"6,20","312,51","2,21","12,88","174,26","0,54","176,32"
2009-07-27 11:00:00,7,"6,05","359,19","2,62","11,69","214,21","0,56","224,1"
2009-07-27 12:00:00,7,"4,70","373,37","2,52","11,18","184,57","0,47","189,26"
2009-07-27 15:00:00,7,"6,86","397,8","2,44","9,95","208,69","0,43","237,17"
2009-07-27 16:00:00,7,"6,06","359,86","2,22","13,21","220,73","0,45","200,66"
2009-07-27 19:00:00,7,"2,25","365,24","2,49","12,87","183,28","0,52","197,58"
2009-07-27 20:00:00,7,"1,11","364,81","1,92","12,58","181,37","0,54","243,17"
2009-07-27 23:00:00,7,"2,82","76,16","2,19","9,78","217,4","0,51","223,25"
2009-07-28 00:00:00,7,"4,08","81,24","1,94","10,73","215,44","0,66","248,02"
2009-07-28 03:00:00,7,"6,24","44,05","1,81","10,64","196,3","0,62","216,63"
2009-07-28 04:00:00,7,"5,52","39,5","1,72","10,06","196,71","0,68","242,79"
2009-07-28 07:00:00,7,"6,55","20,72","2,04","9,7","191,97","0,64","207,23"
2009-07-28 08:00:00,7,"5,42","11,43","1,56","10,83","216,76","0,80","200,14"
2009-07-28 11:00:00,7,"6,78","351,95","1,55","11,58","173,73","0,78","237,81"
2009-07-28 12:00:00,7,"4,82","290,27","1,9","9,04","184,62","0,74","245,36"
2009-07-28 15:00:00,7,"6,78","1,44","1,67","10,56","235,09","0,64","178,24"
2009-07-28 16:00:00,7,"8,44","6,54","1,74","12,09","215,62","0,64","224,6"
2009-07-28 19:00:00,7,"11,37","11,29","1,49","9,92","208,04","0,54","212,16"
2009-07-28 20:00:00,7,"8,63","12,21","1,54","11,61","229,5","0,60","193,38"
2009-07-28 23:00:00,7,"7,83","21,33","1,74","11,99","239,54","0,47","197,49"
2009-07-29 00:00:00,7,"7,95","21,8","1,45","10,35","194,62","0,47","184,43"
2009-07-29 03:00:00,7,"3,58","35,23","1,49","10,45","58,42","0,41","210,56"
2009-07-29 04:00:00,7,"4,84","30,37","1,32","11,38","53,18","0,45","198,03"
2009-07-29 07:00:00,7,"11,31","21,92","1,33","9,32","46,35","0,49","209,42"
2009-07-29 08:00:00,7,"13,35","23,4","1,78","9,55","45,77","0,58","213,44"
2009-07-29 11:00:00,7,"19,65","6,31","1,85",11,"30,92","0,82","236,52"
2009-07-29 12:00:00,7,"16,70","2,11","2,15",12,"34,41","0,87","203,87"
2009-07-29 15:00:00,7,"18,78","7,85","1,91","13,12","30,45","0,76","192,7"
2009-07-29 16:00:00,7,"18,43","10,47","2,16","11,29","28,11","0,93","202,76"
2009-07-29 19:00:00,7,"17,71","13,67","2,49","14,19","34,8","0,82","211,73"
2009-07-29 20:00:00,7,"16,56","15,82","2,01","14,24","32,27","0,97","230,12"
2009-07-29 23:00:00,7,"14,89","10,97","2,37","11,93","219,38","0,66","230,66"
2009-07-30 00:00:00,7,"14,70","6,95","2,59","14,11","227,62","0,76","186,37"
2009-07-30 03:00:00,7,"6,61","368,32","2,47","16,15","198,11","0,62","227,88"
2009-07-30 04:00:00,7,"6,38","302,7","2,24","13,82","227,69","0,51","214,23"
2009-07-30 07:00:00,7,"7,35","205,44","2,1","15,67","223,61","0,45","252,07"
2009-07-30 08:00:00,7,"8,51","180,29","2,07","13,72","200,44","0,35","230,24"
2009-07-30 11:00:00,7,"9,12","152,35","2,22","15,43","204,87","0,49","284,49"
2009-07-30 12:00:00,7,"9,08","152,31","2,33","11,77","217,6","0,43","244,67"
2009-07-30 15:00:00,7,"12,67","162,14","1,94","14,44","213,38","0,68","255,29"
2009-07-30 16:00:00,7,"10,65","132,68","2,33","15,05","213,2","0,70","222,7"
2009-07-30 19:00:00,7,"13,63","134,16","2,11","14,82","222,34","0,87","226,65"
2009-07-30 20:00:00,7,"15,22","149,44","2,28","14,09","215,32","0,99","286,87"
2009-07-30 23:00:00,7,"18,23","150,83","2,44","12,92","192,25","0,93","211,67"
2009-07-31 00:00:00,7,"15,96","132,24","2,63","12,88","191,5","0,86","245,51"
2009-07-31 03:00:00,7,"14,85","113,53","2,63","12,77","224,52","0,74","210,47"
2009-07-31 04:00:00,7,"17,61","128,86","2,28","12,89","185,36","0,82","231,98"
2009-07-31 07:00:00,7,"14,83","135,8","2,2","13,72","219,27","0,86","192,67"
2009-07-31 08:00:00,7,"13,47","120,98","2,59","15,27","176,68","0,68","252,65"
2009-07-31 11:00:00,7,"12,63","104,24","2,64","16,54","219,46","0,64","234,45"
2009-07-31 12:00:00,7,"14,44","105,86","3,01","15,86","176,8","0,70","241,62"
2009-07-31 15:00:00,7,"12,81","103,04","2,73","17,74","229,2","0,72","260,4"
2009-07-31 16:00:00,7,"14,81","96,55","2,63","14,86","192,54","0,60","221,46"
2009-07-31 19:00:00,7,"11,35","105,18","2,64","15,78","194,22","0,68","249,07"
2009-07-31 20:00:00,7,"15,47","120,71","2,81","16,99","204,23","0,70","197,31"
2009-07-31 23:00:00,7,"14,46","110,78","2,64","12,58","173,5","0,62","248,7"
2009-08-01 00:00:00,8,"15,61","107,84","2,58","16,71","203,64","0,52","211,55"
2009-08-01 03:00:00,8,"13,96","84,74","3,04","13,43","197,42","0,74","235,37"
2009-08-01 04:00:00,8,"14,52","60,33","2,88","12,07","209,56","0,72","256,59"
2009-08-01 07:00:00,8,"11,22","37,97",3,"12,56","197,65","0,68","207,16"
2009-08-01 08:00:00,8,"11,20","36,65","2,37","14,7","207,81","0,64","235,97"
2009-08-01 11:00:00,8,"11,49","41,4","2,78","15,12","171,95","0,68","225,41"
2009-08-01 12:00:00,8,"13,18","31,25","2,26","11,51","224,81","0,72","242,69"
2009-08-01 15:00:00,8,"16,02","26,91","2,45","13,48","176,41","0,78","236,1"
2009-08-01 16:00:00,8,"14,93","24,03","2,6","13,29","229,16","0,78","235,44"
2009-08-01 19:00:00,8,"15,14","20,91","2,35","11,98","229,67","0,60","204,41"
2009-08-01 20:00:00,8,"18,12","26,01","2,38","13,93","201,47","0,68","229,68"
2009-08-01 23:00:00,8,"11,92","34,22","2,38","11,65","191,61","0,68","173,31"
2009-08-02 00:00:00,8,"11,51",37,"2,11","13,6","214,04","0,64","171,52"
2009-08-02 03:00:00,8,"16,08","31,07","2,83","12,66","177,47","0,54","219,99"
2009-08-02 04:00:00,8,"14,42","27,54","2,61","12,15","199,94","0,58","221,38"
2009-08-02 07:00:00,8,"17,71","20,8","2,76","11,37","228,42","0,52","226,19"
2009-08-02 08:00:00,8,"19,05","23,39","2,71","12,02","226,3","0,52","177,07"
2009-08-02 11:00:00,8,"19,87","11,77","2,72","11,77","174,86","0,56","188,44"
2009-08-02 12:00:00,8,"18,33","10,91","2,67","14,24","190,96","0,62","197,56"
2009-08-02 15:00:00,8,"20,57","11,14","2,14","13,9","176,8","0,62","225,44"
2009-08-02 16:00:00,8,"18,19","11,3","2,17","11,67","177,01","0,58","196,14"
2009-08-02 19:00:00,8,"19,57","20,45","2,27","13,16","211,54","0,58","207,39"
2009-08-02 20:00:00,8,"23,13","22,3","2,81","11,59","187,71","0,56","198,99"
2009-08-02 23:00:00,8,"21,73","23,31","2,72","11,59","27,36","0,62","199,22"
2009-08-03 00:00:00,8,"18,99","23,38","2,13","11,47","26,78","0,68","214,3"
2009-08-03 03:00:00,8,"21,60","20,49","2,63","11,94","29,08","0,52","194,3"
2009-08-03 04:00:00,8,"20,66","18,77","2,34","14,05","23,36","0,62","193,81"
2009-08-03 07:00:00,8,"23,83","14,56","2,33","6,37","28,47","0,56","190,35"
2009-08-03 08:00:00,8,"21,63","13,48","2,5","7,33","22,26","0,64","194,49"
2009-08-03 11:00:00,8,"20,49","9,98","2,32","6,08","23,42","0,64","174,36"
2009-08-03 12:00:00,8,"25,89","10,92","2,53","6,77","19,26","0,52","182,76"
2009-08-03 15:00:00,8,"24,84","9,08","2,63","7,8","19,43","0,47","180,87"
2009-08-03 16:00:00,8,"18,45","9,93","2,79","6,16","22,36","0,56","192,74"
2009-08-03 19:00:00,8,"16,81","16,94","2,79","11,18","20,35","0,51","209,04"
2009-08-03 20:00:00,8,"18,02","19,86","2,45","13,9","24,41","0,49","217,88"
2009-08-03 23:00:00,8,"17,73","21,72","2,3","12,56","22,05","0,51","184,04"
2009-08-04 00:00:00,8,"15,20","20,85","2,58","13,79","21,14","0,52","175,87"
2009-08-04 03:00:00,8,"15,47","10,55","2,66","11,8","21,93","0,47","203,56"
2009-08-04 04:00:00,8,"13,72","6,48","2,87","15,48","19,81","0,58","201,49"
2009-08-04 07:00:00,8,"12,60","383,29","2,9","14,61","15,69","0,54","182,77"
2009-08-04 08:00:00,8,"9,33","327,57","2,34","14,03","15,99","0,51","213,23"
2009-08-04 11:00:00,8,"9,08","244,02","2,8","13,33","201,42","0,45","201,96"
2009-08-04 12:00:00,8,"11,25","218,4","2,42","13,99","219,52","0,49","209,26"
2009-08-04 15:00:00,8,"13,68","186,53","2,5","15,25","186,33","0,33","251,57"
2009-08-04 16:00:00,8,"12,05","163,47","2,27","15,93","176,69","0,27","246,74"
2009-08-04 19:00:00,8,"13,30","210,36","2,17","13,73","196,42","0,37","227,71"
2009-08-04 20:00:00,8,"11,62","171,74","2,5","15,23","228,45","0,43","231,56"
2009-08-04 23:00:00,8,"12,67","196,29","2,31","14,19","175,06","0,56","281,77"
2009-08-05 00:00:00,8,"12,60","203,23","2,7","14,2","215,23","0,56","225,21"
2009-08-05 03:00:00,8,"7,95","212,98","2,28","10,74","223,21","0,56","215,3"
2009-08-05 04:00:00,8,"7,02","185,01","2,43","10,96","235,75","0,64","223,27"
2009-08-05 07:00:00,8,"7,50","177,04","2,18","10,47","183,8","0,68","221,04"
2009-08-05 08:00:00,8,"7,15","143,02","2,19","10,49","191,8","0,58","225,81"
2009-08-05 11:00:00,8,"4,80","127,69","1,89","10,85","178,73","0,60","196,08"
2009-08-05 12:00:00,8,"5,60",110,"2,16","13,05","225,77","0,64","200,55"
2009-08-05 15:00:00,8,"4,20","66,36","1,85","12,59","209,06","0,62","200,74"
2009-08-05 16:00:00,8,"4,57","63,24","2,19","13,25","223,4","0,66","189,62"
2009-08-05 19:00:00,8,"6,73",45,"2,02","13,11","188,4","0,49","177,27"
2009-08-05 20:00:00,8,"6,96","41,45","2,06","11,93","221,04","0,60","194,12"
2009-08-05 23:00:00,8,"9,89","46,08","1,85","12,05","228,71","0,47","156,11"
2009-08-06 00:00:00,8,"12,36","47,45","2,03","12,87","192,02","0,37","183,55"
2009-08-06 03:00:00,8,"16,13","35,77","1,75","12,1","176,77","0,43","183,59"
2009-08-06 04:00:00,8,"15,86","27,66","1,76","9,9","185,22","0,39","195,38"
2009-08-06 07:00:00,8,"16,66","11,46","2,19","12,01","194,41","0,56","162,21"
2009-08-06 08:00:00,8,"16,93","10,98","2,26","9,53","23,47","0,68","163,13"
2009-08-06 11:00:00,8,"20,47","4,89","2,51","11,69","21,46","0,60","163,34"
2009-08-06 12:00:00,8,"17,61","3,03","2,23","9,75","21,13","0,76","173,86"
2009-08-06 15:00:00,8,"13,96","0,08","2,16","10,4","19,45","0,74","145,99"
2009-08-06 16:00:00,8,"13,82","0,19","2,01","9,37","19,13","0,72","155,77"
2009-08-06 19:00:00,8,"15,43","7,02","2,2","11,51","17,38","0,84","166,87"
2009-08-06 20:00:00,8,"16,43","8,96","2,03","8,62","23,04","0,62","178,81"
2009-08-06 23:00:00,8,"15,53","7,14","2,26","9,25","22,5","0,64","165,95"
2009-08-07 00:00:00,8,"17,20","4,98","1,99","10,86","22,54","0,51","165,57"
2009-08-07 03:00:00,8,"12,48","3,08","2,27","9,16","25,09","0,41","171,17"
2009-08-07 04:00:00,8,"13,02","2,54","2,06","9,11","22,6","0,37","183,93"
2009-08-07 07:00:00,8,"11,99","2,28","1,83","10,85","24,07","0,49","224,48"
2009-08-07 08:00:00,8,"10,87","3,02","1,95","9,46","25,16","0,41","218,33"
2009-08-07 11:00:00,8,"8,83","4,9","1,92","9,4","26,17","0,52","196,3"
2009-08-07 12:00:00,8,"8,34","355,16","1,92","9,98","26,14","0,66","178,93"
2009-08-07 15:00:00,8,"2,25","227,6","1,75","8,42","29,61","0,60","202,25"
2009-08-07 16:00:00,8,"2,84","217,26","1,82","10,26","32,93","0,62","193,2"
2009-08-07 19:00:00,8,"4,14","190,64","1,71","9,48","32,16","0,49","214,83"
2009-08-07 20:00:00,8,"4,70","142,08","1,5","8,66","40,76","0,60","222,44"
2009-08-07 23:00:00,8,"3,69","121,94","1,53","8,92","37,63","0,56","194,12"
2009-08-08 00:00:00,8,"3,97","110,77","1,5","8,97","38,53","0,72","226,09"
2009-08-08 03:00:00,8,"5,68","40,35","1,33","8,8","45,07","0,89","212,26"
2009-08-08 04:00:00,8,"6,40","33,26","1,32","8,76","48,7","0,87","190,56"
2009-08-08 07:00:00,8,"8,57","18,82","1,3","7,92","50,09","0,80","184,94"
2009-08-08 08:00:00,8,"8,34","13,27","1,08","7,33","44,69","0,86","222,33"
2009-08-08 11:00:00,8,"9,31","4,88","1,3","7,7","30,77","0,78","200,99"
2009-08-08 12:00:00,8,"10,40","2,84","1,53","7,59","30,76","0,70","190,37"
2009-08-08 15:00:00,8,"11,47","2,41","1,29","6,85","227,95","0,68","194,73"
2009-08-08 16:00:00,8,"12,75","7,13","1,48","8,38","26,45","0,74","196,48"
2009-08-08 19:00:00,8,"12,15","15,35","1,72","8,44","25,33","0,76","186,06"
2009-08-08 20:00:00,8,"15,75","23,07","1,74","7,85","26,23","0,64","186,32"
2009-08-08 23:00:00,8,"13,20","29,31","1,67","8,69","27,5","0,58","197,72"
2009-08-09 00:00:00,8,"13,02","34,02","1,5","8,71","27,21","0,66","234,64"
2009-08-09 03:00:00,8,"14,99","26,56","1,65","7,49","28,29","0,62","204,29"
2009-08-09 04:00:00,8,"14,83","22,58","1,57","7,54","26,54","0,56","203,37"
2009-08-09 07:00:00,8,"13,32","22,1","1,61","8,39","18,22","0,52","223,31"
2009-08-09 08:00:00,8,"16,46","27,49","1,71","10,66","19,29","0,54","227,17"
2009-08-09 11:00:00,8,"16,13","19,67","1,86","12,63","19,81","0,58","204,19"
2009-08-09 12:00:00,8,"16,27","23,61","2,03","12,73","15,73","0,62","224,61"
2009-08-09 15:00:00,8,"12,77","15,11","2,01","11,38","174,81","0,66","196,9"
2009-08-09 16:00:00,8,"11,84","13,01","1,76","13,87","164,71","0,62","206,11"
2009-08-09 19:00:00,8,"16,76","28,25","2,13","11,04","207,65","0,78","192,18"
2009-08-09 20:00:00,8,"17,24","32,08","1,92","12,52","15,76","0,76","220,99"
2009-08-09 23:00:00,8,"18,76","29,02","2,35","9,91","19,66","0,66","199,89"
2009-08-10 00:00:00,8,"20,33","21,81","2,71","10,33","17,74","0,62","230,51"
2009-08-10 03:00:00,8,"18,45",19,"2,2","6,71","18,85","0,66","195,59"
2009-08-10 04:00:00,8,"16,41","19,23","2,39","7,47","17,91","0,72","198,54"
2009-08-10 07:00:00,8,"19,15","14,79","2,33","6,84","17,55","0,66","224,81"
2009-08-10 08:00:00,8,"20,76","11,91","2,81","6,84","15,95","0,76","185,89"
2009-08-10 11:00:00,8,"19,65","7,65","2,63","6,95","16,2","0,80","183,02"
2009-08-10 12:00:00,8,"21,21","6,41","2,49","7,68","15,23","0,72","186,12"
2009-08-10 15:00:00,8,"18,80","6,76","2,06","7,95","12,99","0,78","169,59"
2009-08-10 16:00:00,8,"20,00","8,06","2,23","7,48","14,71","0,72","221,7"
2009-08-10 19:00:00,8,"18,02","12,87","2,37","8,15","16,65","0,60","172,44"
2009-08-10 20:00:00,8,"21,09","16,04","2,48","6,39","21,75","0,74","202,29"
2009-08-10 23:00:00,8,"21,58","15,33","2,48","8,17","21,83","0,64","187,26"
2009-08-11 00:00:00,8,"19,87","15,03","2,06","6,34","20,49","0,68","197,85"
2009-08-11 03:00:00,8,"13,35","240,34","2,13","8,59","25,05","0,52","167,95"
2009-08-11 04:00:00,8,"20,29","224,15","2,09","6,82","26,01","0,54","202,5"
2009-08-11 07:00:00,8,"16,99","256,74","2,51","7,52","28,02","0,27","212,96"
2009-08-11 08:00:00,8,"16,99",195,"1,94","6,73","204,44","0,25","222,31"
2009-08-11 11:00:00,8,"18,68","213,23","2,58","6,73","200,3","0,25","203,03"
2009-08-11 12:00:00,8,"13,96","214,14","2,08","7,47","245,3","0,23","200,61"
2009-08-11 15:00:00,8,"13,59","174,2","2,52","7,71","223,65","0,29","216,99"
2009-08-11 16:00:00,8,"16,23","210,06","2,46","6,76","254,43","0,31","232,81"
2009-08-11 19:00:00,8,"17,16","177,43","2,87","7,81","230,77","0,25","217,39"
2009-08-11 20:00:00,8,"17,81","172,47","2,62","8,11","213,95","0,35","256,48"
2009-08-11 23:00:00,8,"16,09","159,99","2,69","9,37","206,05","0,27","250,76"
2009-08-12 00:00:00,8,"14,97","182,26","2,55","8,58","232,32","0,27","238,45"
2009-08-12 03:00:00,8,"13,74","196,45",3,"10,95","240,59","0,27","209,92"
2009-08-12 04:00:00,8,"15,01","179,64","3,11","10,12","208,78","0,27","194,86"
2009-08-12 07:00:00,8,"11,74","173,91","2,38","9,84",214,"0,25","229,83"
2009-08-12 08:00:00,8,"10,56","194,7","2,77","9,07","201,71","0,27","242,99"
2009-08-12 11:00:00,8,"11,35","158,97","2,93","10,17","175,77","0,17","246,83"
2009-08-12 12:00:00,8,"11,35","171,94","2,23","9,1","183,84","0,17","251,89"
2009-08-12 15:00:00,8,"10,75","186,07","2,51","9,48","202,79","0,12","257,14"
2009-08-12 16:00:00,8,"10,69","173,59","2,34","9,69","170,33","0,14","274,36"
2009-08-12 19:00:00,8,"11,62","153,09","2,07",9,"202,94","0,21","280,54"
2009-08-12 20:00:00,8,"11,22","124,71","1,94","9,45","180,62","0,27","259,05"
2009-08-12 23:00:00,8,"11,20","139,72","2,34","8,88","184,94","0,27","301,78"
2009-08-13 00:00:00,8,"11,90","132,03","1,9","7,65","158,84","0,27","291,03"
2009-08-13 03:00:00,8,"9,49","149,33","1,95","8,63","176,21","0,33","271,69"
2009-08-13 04:00:00,8,"10,03","122,1","2,29","9,34","176,25","0,35","231,12"
2009-08-13 07:00:00,8,"9,86","110,22","2,04","15,21","161,24","0,31","212,28"
2009-08-13 08:00:00,8,"11,04","111,34","2,23","12,25","140,31","0,27","208,72"
2009-08-13 11:00:00,8,"12,17","129,83","2,24","14,02","178,07","0,29","262,01"
2009-08-13 12:00:00,8,"11,49","105,62","2,2","14,33","177,92","0,25","252,33"
2009-08-13 15:00:00,8,"11,86","117,53","2,17","12,07","139,7","0,35","276,14"
2009-08-13 16:00:00,8,"12,30","109,24","1,61","11,44","159,25","0,29","291,93"
2009-08-13 19:00:00,8,"11,10","102,31","1,62","11,35","147,43","0,43","256,6"
2009-08-13 20:00:00,8,"11,16","104,52","1,57","12,87","146,85","0,39","277,69"
2009-08-13 23:00:00,8,"8,83","76,54","1,92","10,27","146,77","0,41","226,41"
2009-08-14 00:00:00,8,"8,75","76,16","1,56","12,71","153,93","0,41","211,95"
2009-08-14 03:00:00,8,"7,00","81,91","1,53","11,29","183,55","0,33","243,28"
2009-08-14 04:00:00,8,"8,96","71,31","1,8","11,81","169,7","0,41","253,42"
2009-08-14 07:00:00,8,"6,78","61,71","1,62","11,91","169,68","0,45","238,35"
2009-08-14 08:00:00,8,"7,41","66,66","1,64","11,72","197,76","0,41","192,73"
2009-08-14 11:00:00,8,"8,77","73,19","1,49","10,47","163,08","0,45","226,3"
2009-08-14 12:00:00,8,"7,33","67,3","2,02","10,66","182,8","0,45","212,69"
2009-08-14 15:00:00,8,"7,10","61,76","1,65","11,97","214,83","0,43","190,79"
2009-08-14 16:00:00,8,"7,85","60,05",2,"11,41","180,06","0,54","214,82"
2009-08-14 19:00:00,8,"7,29","58,07","1,97","11,09","223,09","0,60","206,28"
2009-08-14 20:00:00,8,"6,92","59,7","1,57","9,6","202,18","0,51","215,17"
2009-08-14 23:00:00,8,"9,21","74,7","1,86","11,32","210,78","0,56","213,42"
2009-08-15 00:00:00,8,"11,14","79,52","1,5","11,08","204,11","0,58","202,46"
2009-08-15 03:00:00,8,"10,89","69,28","1,35","10,17","211,26","0,62","180,47"
2009-08-15 04:00:00,8,"10,75","89,25","1,42","10,71","220,5","0,66","215,73"
2009-08-15 07:00:00,8,"11,22","73,96","1,47","11,07","37,63","0,78","193,86"
2009-08-15 08:00:00,8,"10,22","63,07","1,54","10,69","36,09","0,78","194,4"
2009-08-15 11:00:00,8,"8,65","53,41","1,27","10,53","46,92","0,72","194,39"
2009-08-15 12:00:00,8,"8,88","59,45","1,2","8,81","41,71","0,86","176,29"
2009-08-15 15:00:00,8,"9,08","41,96","1,37","9,98","41,58","0,74","192,66"
2009-08-15 16:00:00,8,"8,18","38,06","1,52","9,43","56,15","0,95","206,25"
2009-08-15 19:00:00,8,"10,32","53,3","1,31","8,17","66,15","0,97","204,85"
2009-08-15 20:00:00,8,"11,60","50,11","1,38","9,69","61,74","0,72","177,73"
2009-08-15 23:00:00,8,"15,71","65,3","1,63","7,83","63,14","0,84","219,36"
2009-08-16 00:00:00,8,"13,65","58,82","1,36","8,06","81,6","0,93","189,19"
2009-08-16 03:00:00,8,"18,86","51,92","1,64","7,3","76,27","0,86","192,59"
2009-08-16 04:00:00,8,"16,95","57,62","1,83","8,94","69,5","1,09","199,05"
2009-08-16 07:00:00,8,"17,14","58,21","1,94","7,91","83,83","1,13","211,56"
2009-08-16 08:00:00,8,"15,73","43,95","1,86","8,35","79,83","0,97","232,9"
2009-08-16 11:00:00,8,"13,30","48,39","1,67","8,4","74,7","1,32","224,91"
2009-08-16 12:00:00,8,"15,16","46,29","2,11","7,44","81,2","1,17","183,97"
2009-08-16 15:00:00,8,"15,41","49,97","1,92","6,74","78,3","1,03","226,28"
2009-08-16 16:00:00,8,"16,41","44,43","2,08","8,28","66,41","1,17","208,36"
2009-08-16 19:00:00,8,"14,70","47,84","1,92","8,18","57,04","1,05","195,35"
2009-08-16 20:00:00,8,"17,14","41,99","2,11","6,98","64,54","1,28","198,04"
2009-08-16 23:00:00,8,"17,69","45,32","1,87","8,15","53,72","1,17","192,02"
2009-08-17 00:00:00,8,"20,80","54,82","2,17","7,34","67,09","1,36","180,21"
2009-08-17 03:00:00,8,"15,69","44,03","1,74","6,67","61,47","1,13","217,15"
2009-08-17 04:00:00,8,"18,89","45,8","2,21","6,55","60,58","1,19","200,92"
2009-08-17 07:00:00,8,"18,89","50,6","2,18","7,29","54,83","1,42","180,41"
2009-08-17 08:00:00,8,"18,19","42,47","2,07","8,15","61,47","1,54","196,49"
2009-08-17 11:00:00,8,"18,91","33,99","1,75","7,96","58,14","1,38","175,52"
2009-08-17 12:00:00,8,"17,98","37,91","2,34","7,09","56,64","1,61","201,31"
2009-08-17 15:00:00,8,"17,83","27,55","2,04","6,84","57,58","1,38","208,15"
2009-08-17 16:00:00,8,"17,57","30,8","1,87","6,68","45,35","1,50","221,96"
2009-08-17 19:00:00,8,"17,07","33,4","1,94","7,46","52,42","1,36","216,86"
2009-08-17 20:00:00,8,"21,05","40,07","2,25",7,"45,63","1,61","205,48"
2009-08-17 23:00:00,8,"24,61","48,41","1,82","7,91","47,37","1,50","172,9"
2009-08-18 00:00:00,8,"24,51","48,57","2,39","7,43","47,66","1,77","203,56"
2009-08-18 03:00:00,8,"22,06","41,44","2,4","6,72","56,29","1,90","176,53"
2009-08-18 04:00:00,8,"19,57","33,5","2,51","6,65","50,96","1,92","226,75"
2009-08-18 07:00:00,8,"23,66","26,44","2,4","8,37","54,14","1,61","176,68"
2009-08-18 08:00:00,8,"24,22","26,54","2,17","7,7","42,13","1,65","210,38"
2009-08-18 11:00:00,8,"24,47","20,07","2,03","8,37","43,03","1,83","207,78"
2009-08-18 12:00:00,8,"18,21","19,57","2,03","6,85","49,2","1,85","199,96"
2009-08-18 15:00:00,8,"20,49","9,37","2,17","8,95","45,79","1,48","204,67"
2009-08-18 16:00:00,8,"16,46","13,46","2,11","9,02","40,81","1,57","224,95"
2009-08-18 19:00:00,8,"17,03","26,31","2,04","8,11","49,4","1,79","213,11"
2009-08-18 20:00:00,8,"15,30","31,54","2,08","9,37","46,57","1,48","175,47"
2009-08-18 23:00:00,8,"17,03","42,55","1,53","7,61","49,09","1,54","197,19"
2009-08-19 00:00:00,8,"19,36","38,31","1,93","7,17","41,37","1,83","194,07"
2009-08-19 03:00:00,8,"20,29","26,99","2,14","7,93","51,37","1,96","204,6"
2009-08-19 04:00:00,8,"20,06","23,83","2,37","8,37","48,94","1,73","198,42"
2009-08-19 07:00:00,8,"23,54","15,32","2,08","7,82","38,12","1,69","212,38"
2009-08-19 08:00:00,8,"24,96","15,27","2,24","8,14","48,7","1,57","228,52"
