Time,Month,wspd10,wdir10,wav_hs,wav_tp,wav_dp,cur_spd,cur_dir
2007-01-01 00:00:00,1,"13,78","69,17","1,74","8,33","52,84","0,93","259,21"
2007-01-01 03:00:00,1,"14,02","66,65","1,93","7,08","58,29","1,15","221,57"
2007-01-01 04:00:00,1,"13,94","54,18","1,78","7,4","60,64","1,19","241,45"
2007-01-01 07:00:00,1,"15,10","51,33","1,88","5,92","53,3","1,19","194,81"
2007-01-01 08:00:00,1,"14,17","50,36","1,78","6,33","51,64","1,09","240,03"
2007-01-01 11:00:00,1,"14,29","58,45","1,86","6,02","54,95","1,22","234,89"
2007-01-01 12:00:00,1,"11,95","51,55","1,82","6,31","59,55","0,97","227,25"
2007-01-01 15:00:00,1,"12,98","40,97","1,46","7,06","49,59","0,97","194,28"
2007-01-01 16:00:00,1,"11,51","46,21","1,81","8,08",55,"0,97","208,92"
2007-01-01 19:00:00,1,"12,09","48,91","1,56","6,7","57,77","0,95","185,48"
2007-01-01 20:00:00,1,"11,97","63,4","1,48","7,78","47,81","0,84","225,48"
2007-01-01 23:00:00,1,"12,36","57,26","1,62","6,16","58,09","0,76","227,75"
2007-01-02 00:00:00,1,"12,62","57,89","1,41","8,23","61,73","0,74",229
2007-01-02 03:00:00,1,"15,98","69,36","1,73","6,65","66,98","0,82","236,99"
2007-01-02 04:00:00,1,"14,99","64,71","1,36","7,01","70,72","1,03","260,42"
2007-01-02 07:00:00,1,"20,22","54,55","1,6","6,13","54,95","1,22","195,91"
2007-01-02 08:00:00,1,"15,45","59,08","1,68","6,37","71,26","0,99","206,46"
2007-01-02 11:00:00,1,"14,56","59,62","1,92","7,58","57,02","1,26","226,23"
2007-01-02 12:00:00,1,"17,20","46,34","1,7","6,75","61,49","1,03","223,23"
2007-01-02 15:00:00,1,"19,94","44,04","2,01","6,26","53,82","1,01","249,94"
2007-01-02 16:00:00,1,"17,77","48,09","1,68","7,69","58,09","1,22","202,12"
2007-01-02 19:00:00,1,"19,69","51,89","1,78","7,02","56,55","1,13","215,29"
2007-01-02 20:00:00,1,"20,43","52,08","1,98","7,08","58,86","1,13","194,29"
2007-01-02 23:00:00,1,"23,42",49,"1,95","6,49","46,91","1,11","214,38"
2007-01-03 00:00:00,1,"17,65","42,81","2,02","7,55","41,48","1,07","220,59"
2007-01-03 03:00:00,1,"16,78","51,95","2,18","7,18","44,04","1,09","181,37"
2007-01-03 04:00:00,1,"17,38","43,81","2,15","6,53","43,12","1,21","178,16"
2007-01-03 07:00:00,1,"17,36","60,93","1,96",6,"48,84","1,24","204,86"
2007-01-03 08:00:00,1,"20,02","49,24","1,82","7,11","48,58","1,21","233,36"
2007-01-03 11:00:00,1,"13,72","56,24","2,32","6,55","51,53","1,03","177,34"
2007-01-03 12:00:00,1,"15,78","42,91","2,23","6,95","47,97","1,15","204,72"
2007-01-03 15:00:00,1,"16,13","38,77","1,82","7,33","49,3","1,19","229,05"
2007-01-03 16:00:00,1,"14,64","33,16","1,68","8,41","49,73","0,99","239,1"
2007-01-03 19:00:00,1,"18,97","32,44","1,69","7,83","46,53","1,22","230,2"
2007-01-03 20:00:00,1,"16,66","30,08","1,83","6,49","45,04","0,91","201,26"
2007-01-03 23:00:00,1,"15,28","42,03","1,84","6,61","45,66","1,05","207,26"
2007-01-04 00:00:00,1,"13,18","42,48",2,"7,44","42,49","0,99","232,43"
2007-01-04 03:00:00,1,"14,66","25,74","2,16","8,06","37,72","1,21","209,31"
2007-01-04 04:00:00,1,"16,52","30,59","1,89","8,6","36,8","1,07","233,78"
2007-01-04 07:00:00,1,"19,71","28,2","2,33","6,64","45,42","1,15","205,77"
2007-01-04 08:00:00,1,"18,19","29,51","2,26","7,04","37,6","1,19","198,03"
2007-01-04 11:00:00,1,"19,67","30,41","2,25","6,48","39,61","1,26",238
2007-01-04 12:00:00,1,"23,07","31,38","1,79","8,65","37,93","1,61","206,28"
2007-01-04 15:00:00,1,"20,90","25,76","1,95","7,34","43,08","1,48","220,36"
2007-01-04 16:00:00,1,"22,22","26,28","2,32","6,75","35,71","1,46","237,67"
2007-01-04 19:00:00,1,"24,22","25,48","2,18","8,59","37,13","1,38","178,85"
2007-01-04 20:00:00,1,"21,46","35,76","2,57","8,35","38,93","1,36","225,43"
2007-01-04 23:00:00,1,"17,59","29,35","2,45","7,26","40,08","1,65","172,88"
2007-01-05 00:00:00,1,"21,62","29,72","2,25","7,1","36,72","1,26","195,55"
2007-01-05 03:00:00,1,"19,94","30,22","2,62","6,94","40,16","1,36","188,18"
2007-01-05 04:00:00,1,"20,41","21,92","2,07","6,58","39,41","1,44","198,8"
2007-01-05 07:00:00,1,"20,41","20,97","2,21","6,94","38,06","1,19","215,12"
2007-01-05 08:00:00,1,"21,27","18,07","2,04","6,57","37,39","1,19","207,57"
2007-01-05 11:00:00,1,"17,36","20,25","1,83","7,48","37,93","1,34","175,85"
2007-01-05 12:00:00,1,"19,71","21,68","2,18","7,85","38,35","1,28","221,91"
2007-01-05 15:00:00,1,"21,77","22,22","2,25","6,39","31,6","1,26","204,84"
2007-01-05 16:00:00,1,"21,67","23,64","1,96","7,15","37,6","1,57","211,62"
2007-01-05 19:00:00,1,"18,86","27,48","2,51","8,19","30,74","1,59","215,82"
2007-01-05 20:00:00,1,"22,00","29,22","2,07","7,12","39,33","1,73","221,83"
2007-01-05 23:00:00,1,"20,22","23,4","2,38","8,07","36,36","1,65","221,07"
2007-01-06 00:00:00,1,"23,09","26,47","2,43","6,77","35,43","1,48","227,14"
2007-01-06 03:00:00,1,"22,63","25,52","2,16","8,65","33,56","1,73","236,85"
2007-01-06 04:00:00,1,"24,36","23,94","2,22","6,86","38,64","1,77","178,44"
2007-01-06 07:00:00,1,"23,25","19,26","1,96","6,86","32,28","1,40","187,72"
2007-01-06 08:00:00,1,"25,78","16,52","2,01","6,63","33,91","1,77","201,76"
2007-01-06 11:00:00,1,"22,86","23,43","2,52","8,35","31,69","1,96","227,33"
2007-01-06 12:00:00,1,"21,29","17,89","2,22","7,66","35,86","1,48","182,02"
2007-01-06 15:00:00,1,"20,24","19,34","1,86","6,95","30,91","1,65","202,52"
2007-01-06 16:00:00,1,"17,51","19,21","2,14","7,62","32,7","1,71","215,26"
2007-01-06 19:00:00,1,"16,70","26,36","2,05","6,99","43,25","1,52","214,9"
2007-01-06 20:00:00,1,"18,64","23,16","2,19",8,"35,67","1,81","225,76"
2007-01-06 23:00:00,1,"22,00","26,17","2,26","7,08","39,66","1,89","233,02"
2007-01-07 00:00:00,1,"19,50","27,28","1,92","8,71","37,12","1,71","210,38"
2007-01-07 03:00:00,1,"21,03","25,48","2,19","6,67","40,38","1,63","187,86"
2007-01-07 04:00:00,1,"20,60","24,81","2,02","7,03","37,33","1,44","215,05"
2007-01-07 07:00:00,1,"17,65","16,17","2,28","6,81","34,77","1,48","178,98"
2007-01-07 08:00:00,1,"18,23","20,38","2,22","6,71","37,21","1,69","199,39"
2007-01-07 11:00:00,1,"17,71","18,04","2,16","7,56","41,47","1,48","225,1"
2007-01-07 12:00:00,1,"21,77","21,56","2,21","7,54","39,9","1,79","177,42"
2007-01-07 15:00:00,1,"18,33","18,49","1,76","8,77","38,55","1,34","225,05"
2007-01-07 16:00:00,1,"16,41","22,77","1,7","7,84","50,87","1,36","210,92"
2007-01-07 19:00:00,1,"14,58","30,63","1,67","8,24","45,09","1,40","217,46"
2007-01-07 20:00:00,1,"14,40","29,88","1,74","8,98","57,68","1,24","182,84"
2007-01-07 23:00:00,1,"17,90","28,79","1,51","7,56","53,82","1,28","228,2"
2007-01-08 00:00:00,1,"18,17","24,7","2,07","7,77","50,58","1,50","212,1"
2007-01-08 03:00:00,1,"17,92","22,59","1,66","7,73","43,48","1,36","200,57"
2007-01-08 04:00:00,1,"17,83","20,46","1,7","6,92","44,28","1,50","208,97"
2007-01-08 07:00:00,1,"14,03","18,15","1,92","8,19","41,07","1,67","225,86"
2007-01-08 08:00:00,1,"18,84","23,18","1,61","7,79","42,5","1,67","214,07"
2007-01-08 11:00:00,1,"15,36","23,22","1,94","7,98","39,15","1,52","202,8"
2007-01-08 12:00:00,1,"19,28","18,66","1,82","8,42","40,6","1,65","229,24"
2007-01-08 15:00:00,1,"13,72","20,65","1,7","8,64","31,15","1,24","223,68"
2007-01-08 16:00:00,1,"16,29","23,55","1,9","8,13","35,26","1,52","225,44"
2007-01-08 19:00:00,1,"13,76","27,64","2,17","9,12",33,"1,19","203,05"
2007-01-08 20:00:00,1,"15,30","33,64","1,84","13,99","37,84","1,38","184,89"
2007-01-08 23:00:00,1,"13,68","45,83","1,83","9,47","185,74","1,15","221,1"
2007-01-09 00:00:00,1,"12,60","51,23","2,49","7,36","208,91","1,22","235,29"
2007-01-09 03:00:00,1,"14,71","40,46","2,02","13,67","188,08","1,03","240,86"
2007-01-09 04:00:00,1,"12,11","34,49","2,14","13,69","231,5","1,40","219,43"
2007-01-09 07:00:00,1,"13,47","23,64","2,32","10,95","188,49","1,21","206,55"
2007-01-09 08:00:00,1,"13,16","23,9","2,42","13,11","183,29","1,34","203,49"
2007-01-09 11:00:00,1,"13,32","20,13","2,27","12,25","198,66","1,21","193,66"
2007-01-09 12:00:00,1,"14,79","16,78","2,22","11,33","209,74","1,15","208,6"
2007-01-09 15:00:00,1,"12,95","20,92","2,39","10,94","211,37","1,11","214,75"
2007-01-09 16:00:00,1,"13,70","27,69","2,68","11,53","175,17","1,13","183,48"
2007-01-09 19:00:00,1,"13,04","35,62","2,34","9,41","202,41","1,05","202,48"
2007-01-09 20:00:00,1,"11,41","33,42","1,93","10,51","210,23","1,17","207,53"
2007-01-09 23:00:00,1,"9,35","54,93","1,97","10,96","190,16","1,11","215,18"
2007-01-10 00:00:00,1,"10,28","41,78","1,94","10,75","225,74","1,28","220,84"
2007-01-10 03:00:00,1,"12,62","23,28","2,33","10,03","185,79","1,50","191,46"
2007-01-10 04:00:00,1,"10,44","26,81","2,22","9,33","179,75","1,46",211
2007-01-10 07:00:00,1,"12,67","16,31","1,99","9,7","217,77","1,32","199,83"
2007-01-10 08:00:00,1,"14,15","15,28",2,"8,7","204,05","1,32","191,43"
2007-01-10 11:00:00,1,"13,51","9,79",2,"9,35","190,55","1,21","180,19"
2007-01-10 12:00:00,1,"14,81","10,01","2,08","10,75","196,49","1,50","230,98"
2007-01-10 15:00:00,1,"11,35","4,94","2,4","9,46","168,56","1,22","197,7"
2007-01-10 16:00:00,1,"12,77","3,08","1,88","9,45","226,07","1,24","228,74"
2007-01-10 19:00:00,1,"6,86","5,11","2,18","10,77","170,79","1,24","227,31"
2007-01-10 20:00:00,1,"6,94","7,75","1,77","9,23","208,38","1,05","213,35"
2007-01-10 23:00:00,1,"7,70","14,23","1,94","9,72","181,58","1,22","191,19"
2007-01-11 00:00:00,1,"10,65","11,47","1,81","12,6","185,28","1,17","183,81"
2007-01-11 03:00:00,1,"10,87","4,6","2,32","12,17","200,69","1,21","223,28"
2007-01-11 04:00:00,1,"12,40","2,23","2,22","11,33","194,63","1,13","193,15"
2007-01-11 07:00:00,1,"10,36","3,83","2,19","12,48","166,61","1,19","241,37"
2007-01-11 08:00:00,1,"10,30","4,06","1,75","11,04","195,84","1,28","230,03"
2007-01-11 11:00:00,1,"11,84","361,7","1,8","9,62","187,92","1,38","206,23"
2007-01-11 12:00:00,1,"9,16","328,82","1,89","12,3","184,12","1,28","181,27"
2007-01-11 15:00:00,1,"7,21","11,87","1,91","11,44","186,53","1,32","206,41"
2007-01-11 16:00:00,1,"6,96","26,04","1,55","9,78","186,73","1,28","227,04"
2007-01-11 19:00:00,1,"8,26","42,67","1,99","9,41","220,87","1,42","212,7"
2007-01-11 20:00:00,1,"7,43","49,17","1,53","10,59","215,2","1,34","223,37"
2007-01-11 23:00:00,1,"9,99","45,6","1,81","11,15","207,16","1,26","225,68"
2007-01-12 00:00:00,1,"12,36","44,21","1,57","8,53","212,69","1,34","217,04"
2007-01-12 03:00:00,1,"12,97","23,72","1,54","8,22","200,96","1,40","234,59"
2007-01-12 04:00:00,1,"13,00","16,17","1,46","8,93","19,66","1,34","216,31"
2007-01-12 07:00:00,1,"13,74","11,63","1,53","8,57","25,73","1,63","228,3"
2007-01-12 08:00:00,1,"14,64","12,66","1,56","8,3","21,76","1,40","199,15"
2007-01-12 11:00:00,1,"19,75","12,95","1,96","6,96","22,17","1,52","172,35"
2007-01-12 12:00:00,1,"18,49","14,36","2,02","7,61","24,39","1,24","178,48"
2007-01-12 15:00:00,1,"20,29","11,6","2,03","5,81","30,09","1,28","199,95"
2007-01-12 16:00:00,1,"16,97","13,26","1,83","7,13","29,28","1,56","228,48"
2007-01-12 19:00:00,1,"16,23","15,38","2,3","6,88","28,68","1,22","215,83"
2007-01-12 20:00:00,1,"15,34","20,89","2,07","7,92","34,86","1,32","182,4"
2007-01-12 23:00:00,1,"23,60","15,86","1,97","7,24","34,59","1,22","217,36"
2007-01-13 00:00:00,1,"23,46","14,24","2,43","7,71","28,81","1,44","218,26"
2007-01-13 03:00:00,1,"27,84","10,49","2,46","6,58","26,86","1,17","211,57"
2007-01-13 04:00:00,1,"25,52","10,15","2,41","6,57","25,86","1,26","230,01"
2007-01-13 07:00:00,1,"19,50","4,05","2,44","6,54","26,08","1,22","176,93"
2007-01-13 08:00:00,1,"22,43","2,51","2,57","7,97","27,61","1,22","212,35"
2007-01-13 11:00:00,1,"15,01","390,64","2,36","7,06","25,4","1,63","228,79"
2007-01-13 12:00:00,1,"15,06","330,54","2,3","8,2","30,24","1,48","200,34"
2007-01-13 15:00:00,1,"8,07","299,66","2,14","8,88","37,84","1,24","183,13"
2007-01-13 16:00:00,1,"5,42","294,13","1,79","9,5","28,9","1,13","207,5"
2007-01-13 19:00:00,1,"5,15","197,03","1,75","9,13","36,06","0,80","199,71"
2007-01-13 20:00:00,1,"5,33","235,07","1,85","9,36","32,11","0,93","226,21"
2007-01-13 23:00:00,1,"4,53","281,86","1,62","9,18","35,48","1,26","206,85"
2007-01-14 00:00:00,1,"4,63","254,35","1,77","8,23","34,88","1,28","237,68"
2007-01-14 03:00:00,1,"7,06","227,5","1,8","9,1","33,11","1,28","251,11"
2007-01-14 04:00:00,1,"7,83","271,79","1,41","8,62","35,18","1,61","207,61"
2007-01-14 07:00:00,1,"6,05","287,81","1,69","9,38","37,85","1,69","222,69"
2007-01-14 08:00:00,1,"7,87","236,63","1,79","9,21","38,78","1,32","213,95"
2007-01-14 11:00:00,1,"8,42","293,16","1,6","8,79","42,77","1,75","200,95"
2007-01-14 12:00:00,1,"7,13","273,42","1,96","7,86","47,54","1,44","204,88"
2007-01-14 15:00:00,1,"7,99","219,17","1,68","8,92","34,94","1,44","209,43"
2007-01-14 16:00:00,1,"7,06","285,02","1,63","8,27","44,46","1,46","181,69"
2007-01-14 19:00:00,1,"9,41","244,87","1,41","8,15","35,13","1,17","230,15"
2007-01-14 20:00:00,1,"7,41","227,47","1,63","9,54","40,43","1,21",202
2007-01-14 23:00:00,1,"4,82","190,84","1,66","8,77","33,17","0,86","201,86"
2007-01-15 00:00:00,1,"4,08","209,01","1,66","8,72","40,4","0,99","223,77"
2007-01-15 03:00:00,1,"4,78","189,47","1,63","7,59","31,14","0,95","260,47"
2007-01-15 04:00:00,1,"5,27","208,65","1,41","10,18","39,17","1,05","194,05"
2007-01-15 07:00:00,1,"5,91","154,7","1,5","9,7","32,93","0,99","252,41"
2007-01-15 08:00:00,1,"7,54","138,05","1,46","8,77","27,51","1,05","246,2"
2007-01-15 11:00:00,1,"12,42","165,97","1,63","7,35","28,34","1,30","217,56"
2007-01-15 12:00:00,1,"10,30","203,15","1,8","8,01","24,33","1,21","238,77"
2007-01-15 15:00:00,1,"8,44","197,21","1,74","8,66","221,46","1,48","226,17"
2007-01-15 16:00:00,1,"8,57","170,49","1,64","8,03","214,61","1,73","199,64"
2007-01-15 19:00:00,1,"12,23","131,38","1,4","8,24","229,65","1,57","236,08"
2007-01-15 20:00:00,1,"11,45","144,38","1,55","8,94","224,05","1,75","200,1"
2007-01-15 23:00:00,1,"13,22","129,86","1,5","7,16","217,66","1,52","216,2"
2007-01-16 00:00:00,1,"12,81","168,76","1,57","8,11","217,04","1,52","190,34"
2007-01-16 03:00:00,1,"9,87","138,64","1,89","9,3","176,07","1,73","185,57"
2007-01-16 04:00:00,1,"11,04","130,78","1,48","7,39","205,72","1,79","186,56"
2007-01-16 07:00:00,1,"7,99","154,76","1,81","11,31","181,64","1,57","226,9"
2007-01-16 08:00:00,1,"9,56","163,84","2,32","9,43","211,19","1,50","194,09"
2007-01-16 11:00:00,1,"10,75","185,88","2,27","10,18","209,18","1,13","192,28"
2007-01-16 12:00:00,1,"14,44","153,19","2,85","11,12","187,37","1,11","205,54"
2007-01-16 15:00:00,1,"15,22","175,31","2,71","12,39","196,47","1,13","192,93"
2007-01-16 16:00:00,1,"16,70","147,76","2,91","10,33","198,36","1,07","209,69"
2007-01-16 19:00:00,1,"16,78","150,7","3,54","9,74","216,26","1,01","229,24"
2007-01-16 20:00:00,1,"14,71","141,73","3,19","9,74","226,42","1,28","260,22"
2007-01-16 23:00:00,1,"11,45","99,96","2,97","9,53","170,88","1,44","209,28"
2007-01-17 00:00:00,1,"13,12","110,44","3,64","12,21","173,26","1,67","195,64"
2007-01-17 03:00:00,1,"10,57","90,95","3,26","12,02","186,12","1,73","231,92"
2007-01-17 04:00:00,1,"11,02","93,35","2,78","11,04","206,28","1,34","232,6"
2007-01-17 07:00:00,1,"10,52","97,39","3,16","10,19","203,9","1,61","182,52"
2007-01-17 08:00:00,1,"10,40","84,72","2,77","10,81","171,54","1,36","229,1"
2007-01-17 11:00:00,1,"10,87","81,97","2,81","12,92","216,06","1,03","193,03"
2007-01-17 12:00:00,1,"10,81","83,75","3,27","12,09","207,71","1,21","226,01"
2007-01-17 15:00:00,1,"12,83","86,31","3,83","14,02","179,68","0,78","211,08"
2007-01-17 16:00:00,1,"13,41","83,4","3,74","12,97","225,2","0,89","213,8"
2007-01-17 19:00:00,1,"9,33","59,42","3,84","12,61","219,08","0,66","244,01"
2007-01-17 20:00:00,1,"12,42",39,"2,91","13,08","199,17","0,68","230,19"
2007-01-17 23:00:00,1,"12,58","33,44","3,28","12,37","173,53","0,74","228,96"
2007-01-18 00:00:00,1,"17,09","24,71","3,03","12,38","177,77","0,84","224,34"
2007-01-18 03:00:00,1,"15,78","23,26","2,67","12,18","177,04","0,99","216,66"
2007-01-18 04:00:00,1,"19,11","19,23","3,54","13,42","205,18","0,91","254,52"
2007-01-18 07:00:00,1,"18,56","12,39","2,86","13,67","193,07","0,86","256,41"
2007-01-18 08:00:00,1,"18,87","12,44","3,23","11,27","169,1","0,97","208,31"
2007-01-18 11:00:00,1,"21,17","6,43","2,91","12,19","210,31","0,87","229,15"
2007-01-18 12:00:00,1,"19,52","3,37","2,58","12,04","206,24","0,89","203,15"
2007-01-18 15:00:00,1,"22,74","5,6","2,85","11,3","183,17","0,78","189,91"
2007-01-18 16:00:00,1,"17,86","7,94","3,2","10,28","183,68","0,64","239,73"
2007-01-18 19:00:00,1,"14,36","5,95","2,52","11,94","189,56","0,54","247,61"
2007-01-18 20:00:00,1,"14,44","8,34","2,47","11,76","232,55","0,47","245,82"
2007-01-18 23:00:00,1,"19,09","12,21","2,31","10,61","25,94","0,56",255
2007-01-19 00:00:00,1,"21,46","9,23","2,31","11,13","21,53","0,58","233,1"
2007-01-19 03:00:00,1,"16,72","3,13","2,3","9,9","26,04","0,66","224,8"
2007-01-19 04:00:00,1,"20,29","0,37","2,29","12,09","24,51","0,56","242,31"
2007-01-19 07:00:00,1,"17,46","1,29","2,48","11,73","23,07","0,68","219,27"
2007-01-19 08:00:00,1,"18,54","2,04","2,26","12,41","23,67","0,60","199,27"
2007-01-19 11:00:00,1,"19,61","1,62","2,35","7,11","29,71","0,47","256,04"
2007-01-19 12:00:00,1,"18,23","313,13","2,33","7,6","22,9","0,49","267,59"
2007-01-19 15:00:00,1,"15,28","2,58","2,45","7,57","29,91","0,35","224,1"
2007-01-19 16:00:00,1,"12,05","4,52","2,44","7,51","26,04","0,37","217,79"
2007-01-19 19:00:00,1,"10,90","10,37","2,42","8,39","33,01","0,39","286,56"
2007-01-19 20:00:00,1,"11,49","9,81","2,25","8,5","26,06","0,45","234,75"
2007-01-19 23:00:00,1,"11,90","14,05","2,4","7,47","29,67","0,58","255,16"
2007-01-20 00:00:00,1,"11,06","15,89","1,91","8,58","29,51","0,76","229,79"
2007-01-20 03:00:00,1,"12,79","14,87","2,22","7,05","30,84","0,76","213,52"
2007-01-20 04:00:00,1,"14,56","12,25","2,1","8,79","31,31","0,68","212,85"
2007-01-20 07:00:00,1,"19,92","15,2","2,33","8,46","26,43","0,78","248,89"
2007-01-20 08:00:00,1,"17,86","19,23","1,9","7,87","30,88","0,68","227,11"
2007-01-20 11:00:00,1,"20,45","16,11","2,45","6,95","30,86","0,51","229,53"
2007-01-20 12:00:00,1,"18,91","17,72","2,42","8,07","26,99","0,58","247,7"
2007-01-20 15:00:00,1,"19,19","17,1","2,13","8,32","23,42","0,51","249,18"
2007-01-20 16:00:00,1,"20,47","19,52","2,55","6,48","26,08","0,39","248,59"
2007-01-20 19:00:00,1,"17,94","25,86","2,5","6,58","32,72","0,43","217,91"
2007-01-20 20:00:00,1,"22,39","29,86","2,18","6,55","25,39","0,37","210,41"
2007-01-20 23:00:00,1,"19,98","35,41","2,22","6,51","29,98","0,41","262,44"
2007-01-21 00:00:00,1,"18,68","29,06","2,32","7,75","29,2","0,37","284,15"
2007-01-21 03:00:00,1,"22,28","25,6","2,68","6,03","29,03","0,52","260,04"
2007-01-21 04:00:00,1,"22,20","18,6","2,73","6,7","30,6","0,43","233,58"
2007-01-21 07:00:00,1,"26,79","16,23","2,58","6,1","22,21","0,52","232,86"
2007-01-21 08:00:00,1,"23,99","14,81","3,04","6,11","24,51","0,39","209,39"
2007-01-21 11:00:00,1,"26,05","12,51","2,45","14,12","21,19","0,41","258,38"
2007-01-21 12:00:00,1,"25,27","9,04","2,54","14,36","23,2","0,35","227,68"
2007-01-21 15:00:00,1,"14,17","0,35","3,04","12,76","20,83","0,21","207,18"
2007-01-21 16:00:00,1,"13,33","0,13","2,82","14,86","218,89","0,17","218,78"
2007-01-21 19:00:00,1,"10,46","306,2","2,52","14,05","228,09","0,04","339,6"
2007-01-21 20:00:00,1,"8,32","258,68","2,29","12,01","234,49","0,14","308,23"
2007-01-21 23:00:00,1,"11,66","228,35","2,43","13,18","201,82","0,47","357,39"
2007-01-22 00:00:00,1,"11,47","243,3","2,54","11,43","204,05","0,54","327,75"
2007-01-22 03:00:00,1,"12,95","235,44","2,48","10,92","201,4","0,64","340,31"
2007-01-22 04:00:00,1,"18,58","279,63","2,9","13,84","185,45","0,64","345,89"
2007-01-22 07:00:00,1,"18,43","227,63","2,66","13,49","229,29","0,78","310,99"
2007-01-22 08:00:00,1,"15,47","216,69","2,59","11,31","200,15","0,76","331,9"
2007-01-22 11:00:00,1,"14,17","236,41","2,87","11,71","227,36","0,70","321,08"
2007-01-22 12:00:00,1,"12,75","178,15","2,31","11,29","233,25","0,84","276,76"
2007-01-22 15:00:00,1,"14,97","154,32","2,9","12,5","223,97","0,68","262,08"
2007-01-22 16:00:00,1,"18,25","181,23","2,94","10,69","186,02","0,60","315,11"
2007-01-22 19:00:00,1,"17,49","166,49","2,87","11,04","212,62","0,51","342,28"
2007-01-22 20:00:00,1,"15,10","172,87","3,58","13,06","187,05","0,60","313,86"
2007-01-22 23:00:00,1,"11,95","157,42","3,49","12,27","201,45","0,52","284,24"
2007-01-23 00:00:00,1,"13,47","166,46","2,86","9,96","213,15","0,54","300,82"
2007-01-23 03:00:00,1,"10,11","129,06","3,25","11,12","217,8","0,64","287,98"
2007-01-23 04:00:00,1,"12,56","126,7","3,28","11,25","181,03","0,54","327,71"
2007-01-23 07:00:00,1,"8,94","121,41","2,63","11,39","203,13","0,64","329,39"
2007-01-23 08:00:00,1,"11,00","146,43","3,16","12,43","225,84","0,58","310,16"
2007-01-23 11:00:00,1,"10,52","122,98","2,65","12,37","213,27","0,54","336,22"
2007-01-23 12:00:00,1,"10,24","107,66","2,83","9,7","203,97","0,66",320
2007-01-23 15:00:00,1,"9,84","129,51","3,09","11,11","170,36","0,52","297,94"
2007-01-23 16:00:00,1,"12,69","117,42","3,25","10,49","171,78","0,54","269,7"
2007-01-23 19:00:00,1,"11,39","112,34","2,33","10,35","188,64","0,70","300,97"
2007-01-23 20:00:00,1,"12,25","103,06","2,64","12,4","192,64","0,66","254,04"
2007-01-23 23:00:00,1,"8,73",111,"2,46","10,98","174,7","0,58","297,35"
2007-01-24 00:00:00,1,"9,80","124,5","2,37","10,94","205,48","0,68","252,86"
2007-01-24 03:00:00,1,"6,59","100,77","2,41","10,66","169,88","0,60","298,86"
2007-01-24 04:00:00,1,"6,65","114,49","2,23","9,86","189,04","0,64","249,3"
2007-01-24 07:00:00,1,"5,40","121,78","1,86","10,83","175,47","0,64","233,9"
2007-01-24 08:00:00,1,"5,35","121,26","2,02","11,98","211,4","0,62","308,08"
2007-01-24 11:00:00,1,"5,66","100,5","2,02","9,24","171,84","0,49","237,35"
2007-01-24 12:00:00,1,"6,65","103,85","2,22","9,15","191,73","0,51","260,6"
2007-01-24 15:00:00,1,"6,30",98,"2,24","10,94","158,21","0,52","222,8"
2007-01-24 16:00:00,1,"5,95","101,53","1,76","10,27","207,58","0,58","260,44"
2007-01-24 19:00:00,1,"8,55","74,81","2,03","9,32","202,76","0,60","257,71"
2007-01-24 20:00:00,1,"9,17","65,54","2,06","10,52","181,89","0,66","262,96"
2007-01-24 23:00:00,1,"11,27","86,99","2,2","10,13","173,08","0,76","287,15"
2007-01-25 00:00:00,1,"12,05","74,73","1,9","9,59","170,41","0,80","279,21"
2007-01-25 03:00:00,1,"12,44","79,77","2,05","10,74","187,3","0,70","231,93"
2007-01-25 04:00:00,1,"12,63","60,37","1,88",8,"143,48","0,70","275,56"
2007-01-25 07:00:00,1,"9,21","54,18","1,74","7,96","183,24","0,87","277,55"
2007-01-25 08:00:00,1,"10,13","37,91","1,93","10,28","183,57","0,93","277,64"
2007-01-25 11:00:00,1,"9,52","35,21","1,66","10,13","177,77","0,89","274,5"
2007-01-25 12:00:00,1,"8,96","26,05","1,9","9,26","184,16","0,93","221,13"
2007-01-25 15:00:00,1,"6,43","25,1","1,55","8,14","142,64","0,91","261,34"
2007-01-25 16:00:00,1,"7,15","36,1","1,59","8,97","157,52","0,93","230,54"
2007-01-25 19:00:00,1,"8,79","58,2","1,29","9,24","189,74","0,99","252,49"
2007-01-25 20:00:00,1,"8,71","65,29","1,58","7,89","181,71","0,80","210,45"
2007-01-25 23:00:00,1,"9,33","57,67","1,36","8,55","164,04","0,91","223,53"
2007-01-26 00:00:00,1,"9,87","62,06","1,65","10,1","187,38","1,05","211,57"
2007-01-26 03:00:00,1,"10,38","36,78","1,58","12,81","165,33","0,93","230,01"
2007-01-26 04:00:00,1,"8,79","30,11","1,42","12,82","189,67","1,17","267,75"
2007-01-26 07:00:00,1,"12,21","23,31","1,44","12,13","182,8","1,13","256,01"
2007-01-26 08:00:00,1,"12,30","22,16","1,5","10,97","179,29","1,15","226,96"
2007-01-26 11:00:00,1,"15,20","18,35","1,95","9,28","173,03","1,11","253,36"
2007-01-26 12:00:00,1,"13,78","20,95","2,01","9,46","206,45","1,09","201,68"
2007-01-26 15:00:00,1,"12,60",21,"1,66","9,57","206,13","0,91","250,4"
2007-01-26 16:00:00,1,"12,01","25,94","1,7","10,27","212,3","0,89","220,65"
2007-01-26 19:00:00,1,"14,29","30,03","1,81","10,98","217,9","1,07","220,58"
